dataset,model,seed,init-lr,dropout,layer-sizes,batch-size,max-attempt-count,max-attempt-filter,onehot-input,output-per-skill,n-heads,acc,auc,prec,recall,f1,mcc,rmse,aic,aicc,bic,log-loss
Synthetic-K5,DKVMN,42,1e 3,0.2,50_50_20_50,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.003,0.775/0.005,0.793/0.003,0.491/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,100_50_20_100,32,200,split,true,,,0.753/0.003,0.829/0.003,0.811/0.004,0.775/0.01,0.792/0.004,0.49/0.005,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_50_20_1,32,200,split,true,true,,0.752/0.002,0.828/0.002,0.804/0.003,0.783/0.006,0.794/0.003,0.485/0.004,0.405/0.001,,,,0.492/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_50_50_1,32,200,split,true,true,,0.753/0.003,0.828/0.002,0.803/0.002,0.787/0.007,0.794/0.004,0.484/0.004,0.406/0.001,,,,0.493/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,50_50_20_100,32,200,split,true,,,0.753/0.003,0.829/0.002,0.812/0.003,0.773/0.006,0.792/0.004,0.49/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,100_50_20_100,32,200,split,,,,0.754/0.003,0.829/0.002,0.811/0.002,0.776/0.005,0.793/0.003,0.492/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,100_50_20_1,32,200,split,true,true,,0.753/0.003,0.827/0.002,0.805/0.005,0.782/0.005,0.793/0.003,0.485/0.006,0.406/0.001,,,,0.492/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,100_50_50_100,32,200,split,,,,0.752/0.003,0.827/0.003,0.813/0.007,0.769/0.012,0.79/0.005,0.489/0.007,0.406/0.002,,,,0.493/0.004
Synthetic-K5,DKVMN,13,1e 2,0.2,50_50_50_100,32,200,split,true,,,0.753/0.003,0.829/0.002,0.809/0.008,0.778/0.013,0.793/0.004,0.488/0.007,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,100_20_20_1,32,200,split,true,true,,0.752/0.003,0.827/0.002,0.808/0.003,0.777/0.007,0.792/0.004,0.487/0.006,0.406/0.001,,,,0.493/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,50_50_20_1,32,200,split,,true,,0.752/0.003,0.827/0.002,0.809/0.004,0.776/0.011,0.792/0.005,0.487/0.005,0.405/0.001,,,,0.492/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,50_50_20_50,32,200,split,,,,0.751/0.004,0.826/0.006,0.807/0.012,0.776/0.01,0.791/0.003,0.485/0.012,0.406/0.004,,,,0.494/0.008
Synthetic-K5,DKVMN,42,1e 2,0.2,100_20_50_1,32,200,split,,true,,0.752/0.003,0.827/0.002,0.801/0.003,0.789/0.005,0.795/0.003,0.483/0.005,0.406/0.002,,,,0.494/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,100_20_50_50,32,200,split,true,,,0.753/0.003,0.828/0.002,0.806/0.007,0.782/0.007,0.794/0.003,0.487/0.008,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_20_20_100,32,200,split,,,,0.754/0.003,0.829/0.002,0.811/0.003,0.776/0.005,0.793/0.004,0.491/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,100_50_20_50,32,200,split,true,,,0.753/0.003,0.829/0.003,0.813/0.002,0.773/0.008,0.792/0.004,0.491/0.005,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,100_20_50_100,32,200,split,,,,0.753/0.003,0.829/0.002,0.812/0.003,0.774/0.008,0.792/0.004,0.49/0.005,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,100_20_50_1,32,200,split,true,true,,0.752/0.003,0.827/0.002,0.804/0.005,0.783/0.004,0.793/0.003,0.485/0.006,0.406/0.001,,,,0.493/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,100_50_20_1,32,200,split,,true,,0.754/0.003,0.829/0.002,0.81/0.003,0.776/0.005,0.793/0.003,0.49/0.006,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,50_20_20_100,32,200,split,,,,0.754/0.003,0.829/0.003,0.813/0.004,0.771/0.007,0.792/0.003,0.491/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,50_50_50_1,32,200,split,true,true,,0.752/0.003,0.827/0.002,0.804/0.003,0.784/0.008,0.794/0.004,0.484/0.005,0.406/0.001,,,,0.494/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,50_20_20_100,32,200,split,,,,0.753/0.003,0.829/0.002,0.811/0.004,0.775/0.01,0.793/0.005,0.49/0.006,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,100_20_50_100,32,200,split,,,,0.754/0.003,0.829/0.002,0.814/0.003,0.772/0.007,0.792/0.004,0.492/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,100_20_20_1,32,200,split,true,true,,0.752/0.004,0.827/0.002,0.806/0.006,0.78/0.004,0.793/0.003,0.486/0.007,0.405/0.002,,,,0.492/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,50_20_50_1,32,200,split,true,true,,0.752/0.002,0.828/0.002,0.8/0.002,0.789/0.004,0.795/0.003,0.483/0.004,0.406/0.001,,,,0.493/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,50_20_50_1,32,200,split,true,true,,0.752/0.003,0.827/0.002,0.805/0.005,0.781/0.005,0.793/0.003,0.484/0.006,0.406/0.001,,,,0.494/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_20_20_100,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.003,0.775/0.004,0.793/0.003,0.491/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_50_20_1,32,200,split,,true,,0.754/0.003,0.829/0.002,0.809/0.003,0.779/0.007,0.794/0.004,0.49/0.004,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_50_20_50,32,200,split,,,,0.754/0.003,0.829/0.002,0.811/0.003,0.776/0.005,0.793/0.003,0.491/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,100_20_50_50,32,200,split,,,,0.754/0.003,0.829/0.002,0.812/0.003,0.775/0.005,0.793/0.003,0.491/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_20_50_50,32,200,split,,,,0.754/0.003,0.829/0.002,0.812/0.003,0.775/0.005,0.793/0.003,0.491/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,50_50_50_50,32,200,split,,,,0.754/0.003,0.829/0.003,0.814/0.002,0.772/0.006,0.792/0.003,0.492/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,100_50_50_50,32,200,split,true,,,0.753/0.003,0.829/0.002,0.808/0.007,0.779/0.006,0.793/0.003,0.488/0.007,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_20_50_1,32,200,split,true,true,,0.753/0.003,0.828/0.002,0.802/0.002,0.788/0.007,0.795/0.004,0.484/0.004,0.406/0.002,,,,0.493/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,100_20_50_1,32,200,split,true,true,,0.753/0.003,0.828/0.002,0.801/0.003,0.788/0.007,0.795/0.003,0.484/0.004,0.406/0.002,,,,0.493/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,100_20_50_100,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.003,0.774/0.004,0.793/0.003,0.491/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,50_20_50_100,32,200,split,true,,,0.754/0.003,0.829/0.003,0.812/0.003,0.774/0.006,0.792/0.003,0.491/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,50_50_50_1,32,200,split,true,true,,0.752/0.003,0.827/0.002,0.803/0.006,0.784/0.005,0.794/0.003,0.484/0.007,0.406/0.002,,,,0.494/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_20_50_1,32,200,split,,true,,0.753/0.003,0.828/0.002,0.809/0.002,0.778/0.006,0.793/0.003,0.488/0.005,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,100_20_50_1,32,200,split,,true,,0.753/0.003,0.828/0.002,0.807/0.002,0.78/0.007,0.794/0.003,0.488/0.005,0.405/0.001,,,,0.492/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,100_20_20_1,32,200,split,,true,,0.753/0.003,0.828/0.002,0.805/0.006,0.784/0.006,0.794/0.003,0.487/0.007,0.405/0.002,,,,0.492/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,100_20_50_100,32,200,split,,,,0.754/0.003,0.829/0.002,0.811/0.003,0.775/0.005,0.793/0.004,0.491/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,100_50_50_1,32,200,split,,true,,0.752/0.003,0.827/0.002,0.804/0.003,0.783/0.009,0.794/0.004,0.485/0.005,0.406/0.002,,,,0.493/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,100_20_50_50,32,200,split,,,,0.754/0.003,0.829/0.003,0.814/0.003,0.771/0.007,0.792/0.004,0.492/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,50_20_50_1,32,200,split,,true,,0.752/0.003,0.827/0.003,0.804/0.005,0.784/0.009,0.794/0.004,0.484/0.006,0.406/0.002,,,,0.494/0.004
Synthetic-K5,DKVMN,13,1e 2,0.2,100_50_50_50,32,200,split,,,,0.754/0.004,0.829/0.003,0.811/0.003,0.775/0.009,0.793/0.005,0.491/0.006,0.405/0.002,,,,0.491/0.004
Synthetic-K5,DKVMN,13,1e 3,0.2,100_20_20_50,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.004,0.773/0.006,0.792/0.004,0.491/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,100_50_20_100,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.003,0.774/0.004,0.793/0.003,0.491/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,100_20_20_50,32,200,split,,,,0.754/0.003,0.829/0.002,0.812/0.003,0.775/0.004,0.793/0.003,0.492/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,50_50_50_50,32,200,split,true,,,0.753/0.003,0.829/0.003,0.807/0.007,0.779/0.006,0.793/0.003,0.487/0.007,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,50_20_20_1,32,200,split,,true,,0.753/0.003,0.829/0.002,0.809/0.004,0.777/0.006,0.793/0.004,0.488/0.006,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_20_20_1,32,200,split,,true,,0.754/0.003,0.829/0.002,0.808/0.004,0.78/0.007,0.794/0.003,0.489/0.006,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,50_20_20_50,32,200,split,true,,,0.753/0.003,0.829/0.003,0.807/0.008,0.781/0.008,0.794/0.003,0.488/0.008,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,100_50_50_50,32,200,split,true,,,0.753/0.003,0.829/0.002,0.812/0.003,0.773/0.006,0.792/0.003,0.491/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,100_20_20_100,32,200,split,,,,0.754/0.003,0.829/0.002,0.814/0.004,0.771/0.007,0.792/0.004,0.492/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,100_50_20_1,32,200,split,,true,,0.753/0.003,0.827/0.002,0.809/0.004,0.777/0.005,0.793/0.003,0.489/0.006,0.405/0.002,,,,0.492/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,100_50_50_100,32,200,split,,,,0.753/0.004,0.828/0.003,0.808/0.007,0.779/0.009,0.793/0.004,0.488/0.008,0.405/0.002,,,,0.492/0.004
Synthetic-K5,DKVMN,42,1e 2,0.2,50_50_20_1,32,200,split,,true,,0.752/0.003,0.827/0.002,0.805/0.004,0.782/0.005,0.793/0.003,0.484/0.006,0.406/0.002,,,,0.493/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,50_50_20_50,32,200,split,true,,,0.754/0.003,0.829/0.002,0.813/0.003,0.772/0.009,0.792/0.005,0.491/0.005,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,100_20_50_1,32,200,split,true,true,,0.752/0.003,0.827/0.002,0.806/0.003,0.781/0.007,0.793/0.004,0.486/0.005,0.406/0.001,,,,0.493/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,100_50_50_50,32,200,split,,,,0.754/0.003,0.829/0.002,0.813/0.003,0.772/0.006,0.792/0.003,0.491/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,50_50_20_100,32,200,split,true,,,0.754/0.003,0.829/0.003,0.812/0.004,0.773/0.011,0.792/0.005,0.491/0.005,0.405/0.002,,,,0.491/0.004
Synthetic-K5,DKVMN,42,1e 2,0.2,50_50_50_100,32,200,split,,,,0.752/0.003,0.828/0.002,0.81/0.005,0.774/0.006,0.792/0.003,0.488/0.006,0.405/0.001,,,,0.492/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_20_20_1,32,200,split,true,true,,0.753/0.002,0.828/0.002,0.805/0.002,0.782/0.006,0.794/0.003,0.486/0.004,0.405/0.002,,,,0.492/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,50_20_20_50,32,200,split,,,,0.754/0.003,0.829/0.002,0.814/0.005,0.771/0.006,0.792/0.003,0.492/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,100_50_20_1,32,200,split,true,true,,0.753/0.003,0.828/0.002,0.806/0.004,0.782/0.009,0.794/0.004,0.486/0.004,0.405/0.002,,,,0.492/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,50_20_50_50,32,200,split,,,,0.753/0.003,0.829/0.002,0.808/0.009,0.779/0.009,0.793/0.003,0.488/0.008,0.405/0.001,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,100_50_50_100,32,200,split,,,,0.754/0.003,0.829/0.002,0.813/0.003,0.772/0.007,0.792/0.004,0.491/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,100_20_20_50,32,200,split,true,,,0.753/0.003,0.829/0.002,0.807/0.008,0.781/0.008,0.794/0.003,0.488/0.009,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,50_50_50_100,32,200,split,true,,,0.752/0.003,0.828/0.002,0.811/0.008,0.772/0.012,0.791/0.004,0.488/0.006,0.405/0.001,,,,0.492/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,100_20_20_1,32,200,split,true,true,,0.753/0.002,0.828/0.002,0.806/0.003,0.781/0.005,0.793/0.003,0.486/0.004,0.405/0.002,,,,0.492/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,100_50_50_1,32,200,split,,true,,0.752/0.003,0.827/0.002,0.803/0.005,0.786/0.006,0.794/0.003,0.484/0.005,0.406/0.001,,,,0.493/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,50_20_20_100,32,200,split,true,,,0.753/0.003,0.829/0.002,0.807/0.008,0.781/0.008,0.794/0.003,0.488/0.008,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,100_20_50_100,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.002,0.775/0.007,0.793/0.004,0.491/0.005,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,100_50_50_1,32,200,split,,true,,0.753/0.003,0.828/0.002,0.809/0.002,0.778/0.006,0.793/0.003,0.488/0.005,0.405/0.001,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,50_20_20_1,32,200,split,true,true,,0.753/0.003,0.827/0.002,0.809/0.005,0.776/0.006,0.792/0.004,0.487/0.007,0.406/0.001,,,,0.493/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,50_20_50_1,32,200,split,,true,,0.752/0.002,0.828/0.002,0.807/0.004,0.778/0.006,0.793/0.003,0.486/0.005,0.405/0.002,,,,0.492/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,100_20_20_50,32,200,split,,,,0.754/0.003,0.829/0.002,0.811/0.002,0.776/0.008,0.793/0.004,0.49/0.004,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,100_20_20_1,32,200,split,,true,,0.752/0.004,0.827/0.003,0.812/0.002,0.771/0.007,0.791/0.004,0.488/0.007,0.405/0.002,,,,0.493/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_50_50_50,32,200,split,true,,,0.754/0.003,0.829/0.003,0.812/0.003,0.774/0.005,0.793/0.003,0.491/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,50_20_20_50,32,200,split,,,,0.753/0.003,0.829/0.002,0.807/0.008,0.781/0.008,0.794/0.003,0.487/0.007,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,50_20_50_50,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.004,0.773/0.006,0.792/0.003,0.491/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,100_50_20_100,32,200,split,,,,0.753/0.003,0.829/0.002,0.813/0.003,0.772/0.007,0.792/0.004,0.491/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,50_50_50_50,32,200,split,,,,0.751/0.009,0.826/0.007,0.806/0.012,0.777/0.009,0.791/0.007,0.483/0.019,0.406/0.004,,,,0.494/0.009
Synthetic-K5,DKVMN,13,1e 2,0.2,100_20_50_50,32,200,split,true,,,0.753/0.003,0.829/0.003,0.812/0.003,0.773/0.009,0.792/0.004,0.49/0.004,0.405/0.002,,,,0.491/0.004
Synthetic-K5,DKVMN,42,1e 3,0.2,100_20_50_50,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.003,0.774/0.004,0.793/0.003,0.491/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,100_50_20_100,32,200,split,,,,0.752/0.003,0.827/0.002,0.809/0.006,0.775/0.01,0.791/0.004,0.486/0.006,0.406/0.002,,,,0.493/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,100_20_50_100,32,200,split,true,,,0.753/0.003,0.828/0.002,0.807/0.008,0.781/0.006,0.793/0.003,0.487/0.008,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,100_20_20_100,32,200,split,true,,,0.753/0.003,0.829/0.002,0.807/0.008,0.781/0.007,0.794/0.003,0.487/0.008,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_20_20_50,32,200,split,,,,0.754/0.003,0.829/0.002,0.812/0.003,0.775/0.005,0.793/0.004,0.491/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,100_20_20_50,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.002,0.775/0.004,0.793/0.003,0.491/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,50_50_50_1,32,200,split,true,true,,0.752/0.002,0.828/0.002,0.801/0.004,0.788/0.005,0.794/0.003,0.483/0.005,0.406/0.002,,,,0.493/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_20_50_100,32,200,split,,,,0.754/0.003,0.829/0.003,0.812/0.003,0.775/0.004,0.793/0.003,0.491/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,50_50_20_1,32,200,split,true,true,,0.752/0.002,0.828/0.002,0.803/0.003,0.785/0.006,0.794/0.003,0.484/0.003,0.405/0.001,,,,0.492/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,100_20_50_50,32,200,split,,,,0.753/0.003,0.829/0.002,0.806/0.008,0.782/0.007,0.794/0.003,0.487/0.008,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,100_50_20_50,32,200,split,,,,0.754/0.003,0.829/0.002,0.811/0.003,0.776/0.005,0.793/0.003,0.491/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,50_50_50_50,32,200,split,,,,0.753/0.003,0.828/0.003,0.81/0.008,0.775/0.009,0.792/0.003,0.489/0.007,0.405/0.002,,,,0.491/0.004
Synthetic-K5,DKVMN,42,1e 3,0.2,100_50_50_50,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.002,0.774/0.004,0.793/0.003,0.492/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_20_20_50,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.002,0.774/0.004,0.793/0.003,0.491/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,50_50_50_1,32,200,split,,true,,0.752/0.003,0.827/0.002,0.805/0.004,0.782/0.008,0.793/0.004,0.484/0.006,0.406/0.002,,,,0.494/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,100_50_50_1,32,200,split,true,true,,0.752/0.002,0.828/0.002,0.8/0.003,0.789/0.004,0.795/0.003,0.482/0.005,0.406/0.001,,,,0.493/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,50_20_50_100,32,200,split,true,,,0.753/0.003,0.829/0.003,0.81/0.004,0.776/0.008,0.793/0.004,0.49/0.006,0.405/0.002,,,,0.491/0.004
Synthetic-K5,DKVMN,42,1e 3,0.2,100_20_20_100,32,200,split,,,,0.754/0.003,0.829/0.003,0.812/0.003,0.776/0.004,0.793/0.003,0.492/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,50_50_20_1,32,200,split,true,true,,0.752/0.003,0.827/0.002,0.804/0.006,0.783/0.006,0.793/0.003,0.484/0.006,0.406/0.001,,,,0.493/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,50_50_50_100,32,200,split,,,,0.754/0.003,0.829/0.002,0.813/0.003,0.772/0.007,0.792/0.004,0.492/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,100_50_50_100,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.003,0.773/0.006,0.792/0.003,0.491/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,50_50_50_1,32,200,split,,true,,0.753/0.003,0.828/0.003,0.808/0.004,0.778/0.006,0.793/0.003,0.487/0.006,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_50_20_100,32,200,split,,,,0.754/0.003,0.829/0.002,0.812/0.002,0.775/0.005,0.793/0.004,0.491/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,100_20_20_100,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.003,0.774/0.006,0.792/0.003,0.491/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,50_20_50_50,32,200,split,true,,,0.753/0.003,0.829/0.002,0.812/0.003,0.773/0.009,0.792/0.004,0.49/0.005,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,50_20_20_100,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.002,0.774/0.009,0.793/0.004,0.491/0.005,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,100_50_20_100,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.003,0.773/0.006,0.792/0.003,0.491/0.005,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,100_20_20_50,32,200,split,,,,0.754/0.003,0.829/0.002,0.814/0.004,0.771/0.008,0.792/0.004,0.492/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,100_50_50_50,32,200,split,,,,0.754/0.003,0.829/0.002,0.811/0.003,0.776/0.004,0.793/0.003,0.491/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,100_20_50_100,32,200,split,,,,0.753/0.003,0.828/0.002,0.808/0.008,0.778/0.008,0.793/0.003,0.488/0.007,0.405/0.001,,,,0.492/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,100_50_20_50,32,200,split,,,,0.75/0.01,0.824/0.013,0.803/0.015,0.78/0.006,0.791/0.007,0.479/0.023,0.407/0.007,,,,0.497/0.016
Synthetic-K5,DKVMN,13,1e 2,0.2,100_20_50_1,32,200,split,,true,,0.752/0.002,0.827/0.002,0.804/0.003,0.783/0.01,0.794/0.004,0.484/0.004,0.406/0.002,,,,0.493/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,50_20_50_50,32,200,split,,,,0.753/0.003,0.829/0.002,0.812/0.002,0.773/0.008,0.792/0.004,0.49/0.005,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,100_20_20_100,32,200,split,,,,0.753/0.003,0.828/0.002,0.812/0.008,0.772/0.011,0.792/0.004,0.49/0.008,0.405/0.001,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 3,0.2,50_50_20_1,32,200,split,,true,,0.754/0.003,0.829/0.003,0.81/0.004,0.776/0.006,0.793/0.004,0.49/0.005,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,50_20_20_50,32,200,split,,,,0.753/0.003,0.829/0.002,0.811/0.002,0.776/0.009,0.793/0.004,0.49/0.005,0.405/0.002,,,,0.491/0.003
Synthetic-K5,DKVMN,42,1e 3,0.2,50_20_50_100,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.003,0.774/0.004,0.793/0.003,0.491/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,13,1e 2,0.2,100_50_20_100,32,200,split,,,,0.751/0.007,0.826/0.008,0.806/0.01,0.778/0.005,0.791/0.006,0.483/0.016,0.406/0.005,,,,0.494/0.01
Synthetic-K5,DKVMN,42,1e 3,0.2,50_20_50_50,32,200,split,true,,,0.754/0.003,0.829/0.002,0.812/0.003,0.774/0.004,0.793/0.003,0.492/0.006,0.404/0.002,,,,0.49/0.003
Synthetic-K5,DKVMN,42,1e 2,0.2,50_50_20_100,32,200,split,true,,,0.753/0.003,0.828/0.002,0.809/0.008,0.777/0.009,0.793/0.003,0.488/0.008,0.405/0.001,,,,0.491/0.003
